iter	MultiClass
544	0.6870710064
545	0.6869877504
546	0.6868818299
547	0.6867888138
548	0.6866979812
549	0.6866008412
550	0.6865089763
551	0.686410052
552	0.6862900216
553	0.6861958511
554	0.6861063075
555	0.6860285518
556	0.6831157463
557	0.6830154681
558	0.682908579
559	0.6828331938
560	0.6827299813
561	0.6826300244
562	0.6825365694
563	0.6824279567
564	0.6823241159
565	0.682208091
566	0.6821012291
567	0.681990179
568	0.6818928751
569	0.6817944134
570	0.6816991749
571	0.6816146325
572	0.6815227913
573	0.681118395
574	0.6810090213
575	0.680928051
576	0.6807922018
577	0.6806858683
578	0.6805991412
579	0.6804573077
580	0.6803566189
581	0.680269585
582	0.6801908136
583	0.6790626161
584	0.6789745505
585	0.6788865829
586	0.6788013841
587	0.6787099821
588	0.6786161075
589	0.6785252786
590	0.6784229922
591	0.678322693
592	0.6782364813
593	0.6781417605
594	0.6780505433
595	0.6779504498
596	0.6778465876
597	0.677769386
598	0.6776744736
599	0.677573956
600	0.6774761909
601	0.67736615
602	0.6772839531
603	0.6772067923
604	0.6771159968
605	0.6770364299
606	0.6737039525
607	0.6736205442
608	0.6735199939
609	0.6734202332
610	0.6733247856
611	0.6732097508
612	0.6731302623
613	0.6730329529
614	0.6729473152
615	0.6728526647
616	0.6727639568
617	0.6726668818
618	0.6725863428
619	0.672486675
620	0.6723085334
621	0.6722235285
622	0.6721489643
623	0.6720558109
624	0.6719215068
625	0.6718390198
626	0.6704181799
627	0.6703270065
628	0.6702422424
629	0.6701388982
630	0.6700487038
631	0.6699490577
632	0.6698462801
633	0.6697584183
634	0.669656734
635	0.6695549692
636	0.6694672162
637	0.669378943
638	0.6692934984
639	0.6691852003
640	0.6691045258
641	0.6689221111
642	0.6688479265
643	0.6687451784
644	0.6686614615
645	0.6685829147
646	0.6684919433
647	0.668393477
648	0.6683034876
649	0.6682242037
650	0.668094515
651	0.6680201059
652	0.6679269162
653	0.6661208122
654	0.6660285126
655	0.6659388502
656	0.6658643471
657	0.6657786076
658	0.6656513818
659	0.6655588501
660	0.6654759789
661	0.665381948
662	0.6652886004
663	0.6651819267
664	0.6650927864
665	0.6650063397
666	0.6649131009
667	0.6648321603
668	0.6647308987
669	0.6646464305
670	0.6645419515
671	0.6644496095
672	0.6643637092
673	0.6642682687
674	0.6641861967
675	0.6640965173
676	0.6640058581
677	0.6639066334
678	0.6638146509
679	0.6637380929
680	0.6636378998
681	0.6635521442
682	0.6634598307
683	0.6633437485
684	0.6632599306
685	0.6631699789
686	0.662534571
687	0.6624355776
688	0.6623535734
689	0.6622720281
690	0.6621773025
691	0.6620890718
692	0.6620076699
693	0.6619264393
694	0.6618373439
695	0.6617405071
696	0.6616495782
697	0.6615629459
698	0.6614806505
699	0.6613805227
700	0.661284605
701	0.6611985884
702	0.6611100063
703	0.661017352
704	0.6609390263
705	0.6608532148
706	0.6607726621
707	0.6606800499
708	0.6605970867
709	0.6605171636
710	0.6604199421
711	0.6603313353
712	0.6602434316
713	0.6601499499
714	0.6600601985
715	0.659976528
716	0.6598877942
717	0.6595856103
718	0.6594918494
719	0.6594129591
720	0.6593212923
721	0.6592478709
722	0.6591670722
723	0.659080822
724	0.6589896444
725	0.6588980844
726	0.6588114789
727	0.6587295203
728	0.6586573179
729	0.6585444121
730	0.6584446089
731	0.6583666022
732	0.6582769108
733	0.6581913599
734	0.658110252
735	0.6580221377
736	0.657926461
737	0.6578322619
738	0.6577446428
739	0.657662919
740	0.6575746075
741	0.6574749609
742	0.6573890288
743	0.6573144407
744	0.6572428135
745	0.6571601678
746	0.6570702975
747	0.6569925203
748	0.6569120722
749	0.656825839
750	0.6567420869
751	0.6566535015
752	0.6565667296
753	0.6564918818
754	0.6560574631
755	0.6559675502
756	0.6558789358
757	0.653054678
758	0.6529830915
759	0.6528935775
760	0.6528041226
761	0.649871196
762	0.649790477
763	0.6497051872
764	0.6496242781
765	0.6495307379
766	0.6494384039
767	0.6493619427
768	0.6492833257
769	0.6492020886
770	0.6491069888
771	0.6490205004
772	0.648939496
773	0.6488495156
774	0.64876284
775	0.6486887859
776	0.648600654
777	0.648513382
778	0.6484376915
779	0.6483407198
780	0.648253737
781	0.648159861
782	0.648079513
783	0.6479921466
784	0.647912636
785	0.6478187631
786	0.6477105486
787	0.6476326103
788	0.6475256807
789	0.6474423678
790	0.6473460523
791	0.647274296
792	0.6471882245
793	0.6471032067
794	0.6470261316
795	0.6469522503
796	0.6468658083
797	0.6467856242
798	0.6467129357
799	0.6466277584
800	0.6465397887
801	0.6464484596
802	0.64636374
803	0.6462871822
804	0.6461986795
805	0.6460941016
806	0.645983025
807	0.6458933956
808	0.6458128336
809	0.6457267515
810	0.6456380343
811	0.6455545618
812	0.645471639
813	0.6453822049
814	0.643918324
815	0.6438446248
816	0.6437558809
817	0.6436742177
818	0.6435791546
819	0.6435029321
820	0.6434287408
821	0.6433235308
822	0.6432462911
823	0.6431725231
824	0.6430815861
825	0.6430005659
826	0.6429057449
827	0.6428206064
828	0.6427223311
829	0.6426425181
830	0.6425557301
831	0.6424741976
832	0.6423725509
833	0.6422972852
834	0.6422127093
835	0.6421333916
836	0.6420525388
837	0.6419791518
838	0.639464426
839	0.6393794064
840	0.6392839636
841	0.6392077774
842	0.6391218551
843	0.6390318174
844	0.6389255809
845	0.6388399031
846	0.6387356487
847	0.638650714
848	0.6385670015
849	0.6384866898
850	0.6384102261
851	0.6383334736
852	0.6382450491
853	0.6381671081
854	0.638078802
855	0.6380035465
856	0.6379159812
857	0.6378387817
858	0.6377525077
859	0.6376692182
860	0.6375837909
861	0.6374939436
862	0.637408566
863	0.6373229052
864	0.6372482733
865	0.6371749991
866	0.6370957949
867	0.6370101799
868	0.6369283069
869	0.6368467298
870	0.6367625231
871	0.6366847028
872	0.6366015103
873	0.6365185315
874	0.6364262761
875	0.6363312951
876	0.6362496557
877	0.6361759164
878	0.6360847348
879	0.6359957905
880	0.6359157544
881	0.6358275129
882	0.6357371894
883	0.6356580508
884	0.6355795762
885	0.6354888595
886	0.6354162666
887	0.6353382456
888	0.6352432531
889	0.6351607025
890	0.6350522219
891	0.6349718812
892	0.6348758407
893	0.6347973246
894	0.634702159
895	0.6346235332
896	0.6345426256
897	0.6344652791
898	0.6343872645
899	0.6343180556
900	0.6342388215
901	0.6341581854
902	0.6338181216
903	0.6337330417
904	0.6336418979
905	0.6335669134
906	0.6334768121
907	0.6331647924
908	0.6330909678
909	0.632999261
910	0.6329198037
911	0.6328451966
912	0.632763697
913	0.6326678916
914	0.6325901667
915	0.6315974168
916	0.6315023428
917	0.6314282498
918	0.6313595695
919	0.6312841316
920	0.6312153077
921	0.6311356439
922	0.6310495242
923	0.6309735039
924	0.6303997801
925	0.6303210176
926	0.6302499735
927	0.6301635345
928	0.6300895593
929	0.6300094478
930	0.6299256449
931	0.6298558027
932	0.6297725777
933	0.6297126381
934	0.6296152324
935	0.6295288768
936	0.6294411935
937	0.6293553532
938	0.6292800172
939	0.6291998001
940	0.6291191219
941	0.6283810661
942	0.6282987706
943	0.6282225543
944	0.6281362797
945	0.6280560957
946	0.6279794082
947	0.6279060818
948	0.6278239883
949	0.6277536968
950	0.6276795939
951	0.6275944775
952	0.6275101983
953	0.6265421598
954	0.6264408389
955	0.6263588169
956	0.6262812449
957	0.6262048398
958	0.6261238516
959	0.6260397707
960	0.6259668549
961	0.625886229
962	0.625803083
963	0.6257272948
964	0.6256428461
965	0.6255548355
966	0.6254733131
967	0.6253836575
968	0.6253117459
969	0.625207287
970	0.6251239739
971	0.6250489034
972	0.6249705453
973	0.6248750507
974	0.6248044451
975	0.6247196972
976	0.6246440881
977	0.6242569872
978	0.624181614
979	0.624111031
980	0.6240325852
981	0.6239503899
982	0.6238684273
983	0.6237866177
984	0.6237092738
985	0.623639501
986	0.6235640957
987	0.6234835809
988	0.6234069568
989	0.6233394939
990	0.6232683331
991	0.6231839508
992	0.6231071135
993	0.623028009
994	0.6229590818
995	0.6228558455
996	0.6227877472
997	0.6227035518
998	0.6226254565
999	0.6225331469
1
