Name;Einwohner;Arbeitsstätten;Beschäftigte;Alter;Einkommen;Erbwerbstätige (15-64);Grundstückspreise;Anzahl an Ehepaaren;Anzahl der Kinder
Pinggau;3131;285;1264;43.87;39.310;1571;29.1;642;1.64
Biedermannsdorf;3135;443;4461;46.05;53.396;1527;433.2;662;1.59
St. Florian am Inn;3138;230;2322;42.56;40.877;1592;40.7;650;1.63
Stallhofen;3139;259;884;44.62;41.002;1573;51.7;674;1.51
Grafendorf bei Hartberg;3139;348;1462;43.79;38.616;1598;23.6;642;1.58
Neumarkt im Mühlkreis;3140;289;869;42.85;41.579;1661;81.8;669;1.68
Arzl im Pitztal;3140;195;986;42.25;37.735;1596;122.2;674;1.65
Atzenbrugg;3147;251;1228;42.69;43.104;1639;78.1;644;1.54
Paldau;3148;289;968;43.76;36.066;1627;27.8;646;1.53
Kirchberg an der Pielach;3166;271;1067;44.23;37.977;1613;53.2;644;1.63
Oberneukirchen;3168;278;1138;43.98;41.498;1692;43.2;683;1.73
Hornstein;3176;264;1280;45.11;44.246;1499;149.6;661;1.62
Bad Radkersburg;3179;413;3037;50.04;40.469;1334;39.1;608;1.49
Ebenfurth;3182;209;2629;41.9;40.978;1445;105.1;610;1.6
Grafenwörth;3190;261;1101;46.24;40.586;1579;57;646;1.55
Katsdorf;3192;228;594;40.92;48.531;1739;111.2;671;1.64
Grafenegg;3197;296;965;43.23;40.830;1607;55;702;1.58
Gamlitz;3200;364;1196;45.48;37.738;1585;47.5;658;1.52
Wolfern;3202;282;1488;44.1;47.797;1619;119.2;709;1.64
Ligist;3205;301;800;45.31;40.607;1635;51.3;643;1.47
Alberschwende;3207;316;1051;40.69;43.674;1703;233.3;617;1.92
St. Pantaleon;3208;237;845;43.26;37.234;1543;106.6;667;1.6
Krenglbach;3215;231;1018;42.38;45.416;1665;135.7;741;1.65
Aigen-Schlägl;3219;271;1414;43.88;39.384;1630;32.7;658;1.58
Mank;3221;303;1579;43.9;37.495;1603;51.9;625;1.72
Katzelsdorf;3224;270;697;43.95;52.069;1650;171.1;725;1.61
Bad Erlach;3225;203;1209;43.86;44.061;1550;109.8;604;1.52
St. Paul im Lavanttal;3238;302;2205;46.22;38.899;1540;33.8;681;1.52
Großweikersdorf;3245;281;852;44.75;41.729;1634;72.2;687;1.61
Poggersdorf;3251;266;946;43.41;43.114;1623;56.5;673;1.58
Semriach;3262;345;970;44.24;40.310;1639;64;666;1.65
Oberpullendorf;3265;448;3209;45.95;39.652;1475;55.4;599;1.54
Kirchbach-Zerlach;3265;359;1340;45.35;37.639;1740;35.3;644;1.54
Ernstbrunn;3272;313;1104;44.84;42.028;1660;57.1;666;1.58
Ostermiething;3284;206;974;43.96;39.657;1639;96.6;679;1.66
Dietach;3307;269;1703;42.08;47.133;1760;136.4;745;1.66
Kötschach-Mauthen;3321;402;1602;47.66;36.296;1541;63.2;657;1.58
Göfis;3321;229;603;42.95;42.844;1717;309.4;688;1.7
Zwischenwasser;3328;174;465;41.57;43.543;1670;319.4;639;1.7
Trieben;3329;197;1566;47.32;37.950;1460;51.3;667;1.49
Hochburg-Ach;3338;219;734;44.3;38.321;1526;114;729;1.66
Ziersdorf;3345;251;756;44.81;42.730;1704;44.4;730;1.65
Kaltenleutgeben;3350;232;523;44.1;47.750;1678;215.7;674;1.57
Eben am Achensee;3352;371;1736;42.58;38.964;1738;344.9;569;1.53
Bürs;3352;289;2635;41.94;43.953;1701;251.1;673;1.65
Ternberg;3370;346;1367;44.51;42.008;1736;106.2;704;1.67
Ybbsitz;3378;473;1927;43.7;38.866;1780;54.1;765;1.83
Umhausen;3379;236;888;39.14;36.101;1686;135.2;647;1.73
Ampflwang im Hausruckwald;3388;184;1075;44.72;38.635;1586;40.2;716;1.64
Liebenfels;3397;287;1023;43.01;41.044;1574;48.7;639;1.65
Wieselburg-Land;3398;256;1052;41.85;40.907;1780;52.5;703;1.7
Nußdorf-Debant;3403;246;1394;43.6;36.695;1698;145.9;636;1.54
Leogang;3407;393;1892;42.07;36.253;1684;379.3;686;1.72
Kittsee;3418;250;1373;40.52;44.780;1041;183.9;625;1.66
Enzersdorf an der Fischa;3422;235;1332;43.59;45.554;1641;115.5;721;1.53
Seitenstetten;3431;271;1667;40.93;40.708;1805;65.5;733;1.79
Griffen;3435;326;1445;44.24;37.741;1693;38.8;636;1.56
Angern an der March;3436;222;628;44.42;43.594;1531;39;735;1.59
Weißkirchen an der Traun;3443;313;1492;41.94;47.520;1896;166.5;790;1.61
Mattsee;3446;325;1111;43.84;46.724;1714;456.1;644;1.59
Behamberg;3455;221;743;41.49;44.415;1830;76.2;781;1.73
Traisen;3457;201;1619;45.24;37.720;1531;61.1;697;1.62
Eberschwang;3457;301;1199;43.46;38.153;1849;36.1;670;1.62
Tillmitsch;3457;256;1008;44.04;40.219;1726;68.6;669;1.46
Millstatt am See;3458;357;949;48.2;45.546;1524;103.2;703;1.54
Münster;3459;183;858;42.04;42.003;1854;394.3;688;1.57
Zams;3459;272;2986;43.63;40.719;1685;458.5;704;1.65
Schörfling am Attersee;3461;333;1574;43.82;46.097;1815;124.6;725;1.59
Schwarzach im Pongau;3463;235;2887;44.21;36.956;1686;274.5;693;1.69
Eggenburg;3465;306;2156;46.96;41.512;1546;45.8;705;1.66
Murau;3467;503;3225;48.7;41.834;1644;85.1;666;1.51
Gars am Kamp;3472;369;1619;47.68;41.741;1706;58.3;736;1.57
Bad Fischau-Brunn;3477;321;1237;43.56;51.205;1707;150.2;676;1.63
Mautern an der Donau;3482;218;1309;46.83;45.332;1714;99.3;706;1.59
Sankt Michael im Lungau;3489;375;1899;44.52;38.212;1740;90.8;706;1.64
Mureck;3490;398;1620;47.55;38.648;1622;27.9;696;1.51
Krumpendorf am Wörthersee;3505;372;1300;46.24;53.788;1535;178.1;641;1.55
Straden;3508;411;1593;47.03;36.085;1821;17.6;785;1.5
Breitenbach am Inn;3517;237;613;41.7;41.634;1962;239.5;755;1.7
Seefeld in Tirol;3519;456;2027;45.72;40.097;1434;562.8;585;1.56
Ardagger;3536;315;1070;41.24;40.397;1875;45.4;772;1.81
Frauenstein;3539;452;869;44.75;44.785;1715;73.8;779;1.59
Großpetersdorf;3549;292;1927;46.92;39.839;1595;25.6;728;1.52
Kronstorf;3552;249;699;42.72;44.870;1889;138.4;790;1.62
St. Georgen am Längsee;3569;366;959;44.72;44.373;1801;69.7;754;1.6
Sankt Stefan ob Stainz;3569;385;1003;45.67;41.470;1848;51.9;737;1.52
Mauerbach;3574;309;719;46.55;56.650;1695;273;824;1.6
Pfaffstätten;3577;300;783;43.1;54.691;1772;407;766;1.69
Dobl-Zwaring;3579;356;1562;41.74;43.091;1861;92.5;692;1.61
Gaspoltshofen;3580;309;1821;44.03;38.301;1778;45.9;734;1.73
Lambach;3583;250;1439;43.4;39.218;1663;96;643;1.69
Neufeld an der Leitha;3587;253;917;43.85;46.497;1638;178;684;1.58
Hof bei Salzburg;3587;363;1827;43.02;42.377;1896;217.2;687;1.61
Lannach;3590;463;4192;44.31;44.697;1888;93.9;689;1.53
Magdalensberg;3591;302;909;44.15;42.575;1688;53.8;714;1.58
Hausmannstätten;3593;372;1586;42.39;48.519;1742;101.3;698;1.55
Leutschach an der Weinstraße;3619;462;1226;44.62;34.954;1868;29.3;719;1.61
Mariazell;3626;417;1770;49.98;35.263;1703;43.8;746;1.51
Steinach am Brenner;3635;277;1384;42.53;38.761;1882;224.3;733;1.7
Pyhra;3638;346;872;42.9;43.099;1830;83.4;716;1.62
Gramatneusiedl;3639;176;531;38.82;45.023;1790;219.3;737;1.67
Maishofen;3639;369;2589;41.7;38.847;1880;377.9;702;1.62
Ludesch;3639;223;1130;39.79;42.193;1879;299.1;689;1.66
Molln;3645;280;1991;43.61;41.378;1853;64;776;1.68
Egg;3652;419;1673;40.61;41.499;1935;202.7;720;1.86
Koppl;3659;342;913;41.24;47.784;1921;440.5;757;1.67
Westendorf;3664;464;1251;44.82;37.346;1792;420.3;732;1.63
Güssing;3665;457;3353;48.67;41.466;1614;22;743;1.54
Pischelsdorf am Kulm;3669;363;1704;43.7;38.943;1887;26.9;765;1.6
Strobl;3670;361;1413;43.75;40.691;1818;135.9;692;1.78
Sankt Lorenzen im Mürztal;3674;271;1213;44.43;45.435;1799;94.9;818;1.62
Adnet;3675;369;1504;42.45;44.667;1930;440.7;785;1.63
Michelhausen;3696;266;1383;40.29;44.490;1707;149.3;677;1.6
Helpfau-Uttendorf;3697;254;1157;40.96;37.207;1884;50.7;732;1.72
Haidershofen;3710;259;782;42.43;46.267;1983;79.2;871;1.72
Kirchberg am Wagram;3710;376;1117;43.49;43.294;1837;61.2;805;1.72
Waizenkirchen;3716;321;1594;42.82;38.753;1959;47.2;787;1.71
Trumau;3718;246;1468;41.93;46.417;1898;234;748;1.61
Söll;3722;413;1400;42.25;37.905;1819;412.8;713;1.67
Sankt Marein bei Graz;3731;321;728;44.32;41.105;1992;38.4;782;1.52
Naarn im Machlande;3735;271;1516;41.82;41.718;1987;83.1;854;1.73
Anthering;3737;339;1384;42.58;44.595;2075;367.7;751;1.64
Eisenerz;3742;264;1370;55.56;39.112;1417;28.5;835;1.44
Obdach;3747;392;1549;44.92;39.782;1946;35.7;768;1.64
Ilz;3753;400;2325;43.93;38.917;1981;29;702;1.52
Steindorf am Ossiacher See;3756;319;932;46.75;41.852;1701;70.2;708;1.56
Hainfeld;3756;327;4310;45.75;37.781;1732;78.2;725;1.66
Frankenmarkt;3757;272;1983;42.44;37.971;1840;71.7;747;1.74
Sonntagberg;3763;211;1884;44.72;39.179;1860;62.5;831;1.65
Gföhl;3767;373;1234;45.18;38.500;1926;57.2;810;1.61
Großarl;3774;410;1904;40.04;35.628;2103;258.4;828;1.81
St. Martin im Mühlkreis;3776;347;1758;41.66;42.416;2079;45;831;1.67
Aschbach-Markt;3785;286;2117;41.83;40.596;2003;47.6;812;1.76
Piesendorf;3809;321;1537;43.86;39.029;1890;282.2;809;1.66
Theresienfeld;3817;250;983;39.92;42.953;1711;106.6;780;1.76
Mieming;3828;317;1276;42.9;43.880;1974;340.5;722;1.62
Loosdorf;3830;283;2230;42.77;39.410;1845;66.1;752;1.65
Grünburg;3847;330;1288;42.55;38.169;1927;65.2;752;1.76
St. Veit an der Gölsen;3848;492;1052;43.85;38.986;1951;64.2;803;1.64
Hausleiten;3849;327;920;42.06;47.057;2044;116.6;820;1.65
Fußach;3873;232;1643;41.15;45.420;1945;427.4;824;1.76
Sankt Veit im Pongau;3881;302;1407;41.92;40.709;2031;274.5;823;1.69
Heidenreichstein;3882;335;1791;48.6;37.064;1701;22;821;1.56
Langenwang;3886;321;1242;46.92;40.611;1882;57.5;854;1.55
Maria Saal;3893;340;1275;46.04;47.859;1772;100.4;805;1.53
Ottnang am Hausruck;3897;276;873;42.5;39.124;1911;44.3;805;1.8
Bad Waltersdorf;3897;387;2018;43.11;36.821;2055;27.4;753;1.56
Schruns;3898;419;2875;45.28;44.155;1708;461.4;709;1.65
Sankt Stefan im Rosental;3899;403;1497;44.38;36.703;2084;27.8;833;1.63
Sankt Gilgen;3905;459;1742;44.82;41.131;1874;395.2;695;1.68
Mayrhofen;3907;557;2743;43.77;36.383;1678;469.4;684;1.64
Kumberg;3909;365;839;43.4;45.338;2001;73.9;838;1.6
Schwarzach;3919;326;2358;42.69;48.716;2006;534.1;823;1.69
Gumpoldskirchen;3921;376;3109;43.14;53.899;1976;458.5;750;1.62
Mondsee;3934;730;3592;43.8;42.721;2007;470.2;623;1.56
Anger;3938;382;2007;45.28;38.116;2100;35.2;899;1.57
Gols;3944;518;1797;44.75;42.390;1991;104;798;1.56
Pöchlarn;3944;315;2810;45.21;39.328;1905;44.8;762;1.64
Hinterbrühl;3944;484;1450;45.47;72.847;1788;458.5;805;1.65
Bramberg am Wildkogel;3957;344;1452;43.04;35.540;1997;207.6;824;1.59
Bad Gastein;3961;378;1832;47.29;36.111;1768;222.8;765;1.56
Sierndorf;3986;318;810;43.25;44.575;2013;110.8;883;1.56
Inzing;3990;265;1575;41.51;42.115;2073;449;780;1.66
Ebergassing;4006;218;1212;42.4;43.730;1954;155.7;861;1.59
Lanzenkirchen;4012;250;981;42.89;43.349;2029;109.8;842;1.64
Tiefgraben;4014;429;1330;40.77;46.263;2222;298.5;834;1.72
Schalchen;4015;226;1339;42.37;39.682;2103;75.4;818;1.61
Gaweinstal;4022;257;814;43.93;42.393;2021;81.6;854;1.61
Kirchdorf in Tirol;4024;375;1815;42.71;37.929;2109;270.8;810;1.59
Buchkirchen;4028;312;1185;43.78;47.050;2179;151.5;909;1.64
Harmannsdorf;4030;334;982;44.97;48.972;2003;183.9;888;1.61
Hartkirchen;4042;367;1218;45.01;40.869;2158;68.1;904;1.68
Lamprechtshausen;4055;361;2007;40.93;43.614;2121;172.2;823;1.73
Weyer;4068;338;1417;45.96;40.508;1981;48.5;866;1.68
Bleiburg;4071;395;1510;44.37;39.146;1895;27.6;727;1.6
Pinsdorf;4083;240;1306;42;41.671;2076;102.1;844;1.63
Pucking;4084;292;1100;42.43;45.797;2119;187.3;904;1.6
Mäder;4092;213;1553;39.87;41.189;2167;471.9;873;1.72
Mannersdorf am Leithagebirge;4110;278;1110;43.34;42.688;1973;129.1;870;1.69
Thaur;4112;422;2102;41.64;43.867;2220;608.6;847;1.65
Jennersdorf;4121;427;2367;47.66;38.060;2015;23.7;799;1.46
Scheibbs;4122;569;3753;45.9;41.939;1967;95.6;776;1.72
Groß Sankt Florian;4122;403;1400;44.87;40.014;2146;44;860;1.57
St. Margarethen an der Raab;4123;435;1484;43.56;38.807;2125;46;890;1.62
Zwentendorf an der Donau;4133;241;1569;43.35;40.892;2018;81.9;808;1.64
Götzens;4138;300;1023;42.76;43.809;2213;573.6;808;1.57
Söding-Sankt Johann;4145;371;1340;44.08;43.789;2140;54.5;857;1.54
Irdning-Donnersbachtal;4147;388;1289;44.22;38.068;2102;83.9;785;1.58
Langkampfen;4159;266;3455;41.95;40.177;2204;289.2;849;1.61
Gössendorf;4178;367;1930;43.08;45.198;2110;113.2;824;1.52
Hallwang;4192;460;2267;43.37;45.103;2275;465.5;831;1.65
Bad Schallerbach;4209;314;2365;43.51;41.533;2197;128.4;764;1.6
Alberndorf in der Riedmark;4214;292;716;41.22;42.688;2237;116.8;916;1.75
Walding;4214;321;1236;44.79;46.405;2090;114.5;900;1.64
Enzesfeld-Lindabrunn;4227;386;1531;44.87;46.891;2023;170.5;844;1.55
Fügen;4227;396;2932;41.64;35.417;2185;342.6;757;1.61
Retz;4240;418;2319;47.42;40.073;1867;51.6;776;1.63
Bad Leonfelden;4270;399;2593;42.68;40.021;2175;96.4;843;1.73
Eferding;4276;446;3502;41.82;37.799;2060;146.3;694;1.68
St. Jakob im Rosental;4280;302;982;47.29;42.057;1866;46.5;826;1.51
Wies;4289;429;1829;46.19;37.369;2136;25.3;885;1.52
Ried in der Riedmark;4311;270;710;41.52;42.673;2274;97.2;971;1.7
Wildschönau;4314;504;1337;42.53;36.110;2129;251.6;819;1.79
Golling an der Salzach;4322;359;1587;41.94;39.727;2148;337.6;840;1.7
Bad St. Leonhard im Lavanttal;4324;397;2496;45.06;38.616;2190;49.9;906;1.63
Anif;4327;498;3272;44.83;49.479;2068;892.1;790;1.55
Luftenberg an der Donau;4352;247;1238;42.48;45.995;2233;162.7;905;1.57
Wartberg ob der Aist;4361;258;1262;42.44;44.083;2275;93.7;936;1.63
Sankt Veit in der Südsteiermark;4375;396;1344;44.48;36.393;2039;-;860;1.55
St. Georgen an der Gusen;4384;249;991;42.21;43.824;2166;124.5;861;1.64
Fieberbrunn;4407;488;2086;44.39;38.192;2125;318.3;835;1.58
Wieselburg;4408;339;5108;40.95;39.986;2233;81.4;715;1.6
Sinabelkirchen;4408;379;1743;41.71;37.265;2301;32.5;850;1.58
Felixdorf;4413;258;786;43.68;42.441;1878;121.3;915;1.69
Passail;4414;460;1575;44.87;37.543;2239;37.8;955;1.65
Deutschfeistritz;4421;328;1189;43.25;39.769;2243;63.1;868;1.5
Groß Gerungs;4436;490;1926;44.32;35.992;2362;17.7;1026;1.71
Kössen;4456;463;1691;43.82;34.915;2160;270.8;870;1.66
Oberalm;4462;357;1334;44.48;46.315;2144;440.7;860;1.65
Moosburg;4463;360;1221;45.26;42.025;2029;75.9;846;1.57
Altenmarkt im Pongau;4487;537;2917;40.79;38.754;2302;276.1;824;1.7
St. Georgen im Attergau;4492;402;1972;41.28;39.696;2335;100.3;879;1.69
Schwanenstadt;4494;370;2283;41.77;38.714;2134;114.9;785;1.67
Fulpmes;4495;379;2132;41.47;37.659;2268;195.2;895;1.62
Volders;4497;327;1063;42.21;41.317;2419;542.6;937;1.58
Bad Schwanberg;4520;377;1338;46.18;38.397;2272;44;953;1.52
Puchenau;4531;364;884;46.73;57.946;2056;212.2;1001;1.58
Treffen am Ossiacher See;4534;451;2008;48.09;45.111;1884;70.9;855;1.5
Mils;4549;491;2302;43.2;46.011;2181;649.2;892;1.66
St. Kanzian am Klopeiner See;4550;465;1181;45.01;40.140;1942;58.6;801;1.56
Kirchberg an der Raab;4582;481;1836;43.78;37.438;2356;29.6;910;1.57
Ober-Grafendorf;4587;335;2092;45.05;42.441;2246;87.1;1021;1.59
Kirchdorf an der Krems;4626;476;4965;43.66;39.160;2231;118.1;799;1.64
Altenberg bei Linz;4633;398;1034;42.3;49.834;2407;166.9;1073;1.73
Matrei in Osttirol;4633;399;1986;42.72;35.503;2313;84.5;883;1.79
Vasoldsberg;4643;394;1068;44.54;44.682;2329;90.2;1008;1.56
Peuerbach;4661;527;2335;43.31;39.331;2509;42.9;938;1.65
Vorau;4669;491;1782;45.33;36.471;2374;21.3;1082;1.61
Althofen;4692;358;3893;44.71;40.549;2249;51.6;795;1.45
Eichgraben;4705;373;777;44.46;52.301;2255;132.2;963;1.66
Raaba-Grambach;4705;579;6021;42.05;47.341;2367;116;964;1.58
Puch bei Hallein;4728;395;3602;42.61;44.497;2451;440.7;913;1.64
Wöllersdorf-Steinabrückl;4732;306;1892;41.63;43.192;2336;97.6;933;1.6
Kundl;4762;362;5666;40.98;43.140;2471;326.1;881;1.63
Ottensheim;4764;435;1719;43.58;49.064;2413;212.2;938;1.63
Haiming;4770;407;2704;40.89;39.120;2339;162.2;937;1.67
Längenfeld;4780;409;1919;39.2;35.814;2534;104;952;1.75
Weißkirchen in Steiermark;4787;450;1452;45.52;44.007;2380;54.2;1056;1.61
Neudörfl;4788;306;2233;43.42;41.677;2218;125.3;904;1.62
Koblach;4793;338;1751;40.83;41.353;2547;398.6;961;1.66
Neustift im Stubaital;4817;544;2301;41.67;35.727;2629;323.3;945;1.68
Bruck an der Großglocknerstraße;4828;415;2182;42.77;37.173;2392;141.1;961;1.6
Bisamberg;4829;482;1394;44.74;62.813;2233;392.2;992;1.59
Oberwaltersdorf;4856;403;1296;41.56;52.661;2432;341.2;966;1.58
St. Marien;4871;357;1305;41.91;45.840;2630;166.2;1103;1.64
Friesach;4875;461;2157;47.26;41.356;2247;38.6;942;1.57
Neumarkt in der Steiermark;4876;555;1866;46.09;38.794;2411;34;974;1.63
Radstadt;4878;552;2437;42.28;37.074;2341;276.1;994;1.72
Frankenburg am Hausruck;4884;371;1542;43.37;40.360;2552;61.1;1016;1.63
Fernitz-Mellach;4894;414;1409;43.62;44.877;2569;89;1007;1.51
Lengau;4897;335;2412;41.74;38.307;2525;75.5;972;1.6
Bad Aussee;4911;472;2753;47.91;39.831;2262;141.5;872;1.49
Riegersburg;4926;500;1628;45.28;36.923;2625;18.9;1084;1.52
Birkfeld;4928;556;2238;45.02;35.827;2633;23;1113;1.63
Steyregg;4934;394;1811;44.62;47.648;2505;116.7;1064;1.57
Bürmoos;4940;232;1826;42.49;40.792;2497;186.1;1040;1.63
Bad Mitterndorf;4940;496;1930;46.45;37.272;2385;85;936;1.49
Leobersdorf;4946;520;2943;42.26;40.835;2445;170.5;939;1.65
Mauthausen;4946;400;2369;43.37;40.851;2415;127.9;992;1.7
Scharnstein;4947;424;2446;43.04;40.251;2445;85.4;976;1.73
Mittelberg;4947;638;2580;45.12;35.858;2362;222.5;895;1.57
Admont;4954;364;1712;45.83;38.473;2424;47.7;940;1.51
Obertrum am See;4956;469;1837;41.56;44.460;2615;386.6;956;1.66
Nüziders;4963;320;2027;43.23;47.257;2448;428.3;1052;1.69
Stadl-Paura;4968;344;1274;44.04;39.131;2516;88;1049;1.58
Kramsach;4971;407;2359;43.16;43.390;2598;289.8;942;1.56
Leobendorf;4973;463;3257;44.8;53.954;2441;262.8;1039;1.62
Grieskirchen;4984;607;5846;43.89;42.243;2290;125.7;978;1.7
Altheim;4989;445;2333;44.75;38.290;2463;55.1;981;1.58
Gablitz;5019;454;1217;46.04;56.651;2319;296.7;1015;1.59
Henndorf am Wallersee;5025;449;2034;42.77;43.895;2630;343.6;1045;1.62
Vöcklamarkt;5048;428;2503;41.95;37.672;2599;69.6;1033;1.7
Eggendorf;5052;241;691;45;40.672;2151;135.7;1091;1.61
Parndorf;5062;560;4884;39.96;41.208;2411;175;970;1.67
Gramastetten;5100;464;1283;44.42;49.734;2629;189.3;1112;1.63
Rottenmann;5111;376;2829;46.27;39.616;2487;51.3;1035;1.58
Böheimkirchen;5121;435;2978;42.67;40.157;2603;68.9;980;1.64
St. Peter in der Au;5161;461;2138;42.14;43.169;2707;58.8;1098;1.76
Bad Gleichenberg;5173;521;2714;46.62;37.778;2490;32.8;1008;1.54
Rohrbach-Berg;5182;587;4634;44.15;39.597;2651;81.9;1006;1.7
Andorf;5203;418;2150;42.42;38.958;2673;43;1056;1.67
Schärding;5216;577;4529;45.4;39.669;2281;98.5;925;1.6
Lenzing;5224;257;5752;43.57;41.756;2522;87.6;1018;1.61
Sollenau;5231;332;2102;44.6;41.359;2193;161.8;1033;1.65
Hart bei Graz;5236;426;3375;43.68;51.494;2574;134.6;1064;1.56
Gmünd;5238;639;5580;47.44;39.967;2258;38.4;1033;1.62
Leopoldsdorf;5250;424;2378;42.64;53.068;2758;437.1;1102;1.56
Kirchberg in Tirol;5258;672;1972;46.28;35.950;2480;836.5;954;1.57
Vomp;5283;407;2743;41.59;40.439;2746;338.9;1082;1.67
Ohlsdorf;5286;386;1969;42.61;45.421;2709;165.4;1172;1.65
Waidhofen an der Thaya;5289;632;4962;46.71;41.682;2610;28.6;1009;1.59
Lieboch;5311;436;2916;44.79;43.403;2633;104.8;1017;1.49
Krieglach;5329;396;1894;45.59;41.768;2529;56.2;1126;1.56
Pettenbach;5336;493;2148;41.35;38.575;2840;91.7;1050;1.74
Schwertberg;5338;325;4182;42.52;42.560;2672;97.9;1185;1.71
Zistersdorf;5356;415;1722;47.14;41.568;2449;36.1;1173;1.61
Schrems;5356;351;3375;47.17;37.922;2416;22;1155;1.59
Feldkirchen an der Donau;5361;441;1606;44.28;43.711;2822;102.3;1149;1.64
Spielberg;5361;364;2546;45.3;42.659;2627;66.9;1179;1.54
Purgstall an der Erlauf;5380;592;3068;42.57;38.624;2756;63.2;1120;1.77
Sankt Ruprecht an der Raab;5428;504;3222;41.06;38.459;2863;36.7;1028;1.62
Elsbethen;5494;501;2135;44.41;50.339;2844;611.3;1042;1.56
Poysdorf;5500;505;2991;46.22;39.871;2579;21.1;1197;1.66
Wernberg;5508;411;1849;44.84;44.551;2666;67.1;1154;1.55
Wildon;5538;466;1699;44.02;41.359;2754;72.7;1060;1.54
Pregarten;5546;424;2038;42.65;42.775;2858;125.6;1117;1.63
Thalheim bei Wels;5564;555;3015;44.34;46.817;2779;245.1;1103;1.64
Ybbs an der Donau;5565;534;3656;44.89;39.649;2694;47.9;1060;1.66
Mittersill;5575;580;3548;43.08;36.670;2666;261.6;1082;1.64
Fischamend;5578;337;2381;43.14;45.307;2879;241.1;1023;1.52
Bad Hall;5592;416;3272;44.28;41.463;2591;113.4;1008;1.64
Melk;5596;567;4951;44.47;41.061;2661;116.5;1060;1.65
Hopfgarten im Brixental;5650;603;2249;43.26;36.420;2848;278.6;1131;1.7
Haag;5656;521;2345;43.05;41.765;2976;85.1;1127;1.68
Tamsweg;5661;618;3521;44.67;38.259;2899;103.9;1076;1.61
Seewalchen am Attersee;5703;418;1526;43.63;46.411;2874;154.7;1155;1.59
Ebbs;5716;495;2493;43.13;38.343;2936;294.1;1136;1.61
Bärnbach;5722;449;1999;45.39;39.701;2749;60;1100;1.51
Bergheim;5741;657;4816;42.08;46.191;2779;471.2;1063;1.58
Radenthein;5769;467;1930;48.1;38.471;2417;67;1137;1.51
Paternion;5806;450;2134;46.24;37.776;2707;46.5;1176;1.49
Gloggnitz;5815;433;2986;46.46;40.138;2662;66.5;1107;1.57
Eberndorf;5843;469;1901;45.42;39.786;2658;38.8;1121;1.55
Oberndorf bei Salzburg;5850;470;2443;42.56;40.680;2886;395.7;1099;1.64
Kirchbichl;5871;483;2820;42.54;40.120;2956;289.1;1164;1.6
Pinkafeld;5882;452;3448;43.88;39.726;2620;40.1;1090;1.58
Wilhering;5890;451;1336;44.04;55.666;3010;232.9;1371;1.67
Breitenfurt bei Wien;5891;614;1628;48.33;57.349;2712;273;1251;1.56
Abtenau;5894;649;2801;43.32;38.598;3149;189.3;1292;1.7
Micheldorf in Oberösterreich;5905;448;2642;44.37;41.685;2982;97.2;1224;1.66
Timelkam;5916;351;1832;43.92;41.580;2814;124.8;1187;1.66
Pöllau;5942;667;2439;45.21;36.128;3163;30.6;1340;1.54
Thalgau;5971;579;2963;42.18;40.409;3294;255;1189;1.64
Gnas;5977;673;2202;44.57;34.902;3183;16.9;1286;1.57
Alkoven;6068;413;1754;42.42;46.017;3102;171.5;1224;1.61
Axams;6111;432;1432;43.76;43.446;3122;432.3;1251;1.55
St. Florian;6152;558;10589;45.35;51.509;3151;213.3;1366;1.56
Nenzing;6205;451;5104;42.51;40.993;3189;324.9;1239;1.66
Lochau;6244;450;1638;45.64;46.630;2602;722.7;1067;1.64
Laa an der Thaya;6246;466;3382;45.47;39.828;3001;43.3;1197;1.54
Hörsching;6284;535;6702;43;43.703;3134;218;1261;1.63
Straß in Steiermark;6330;377;2002;43.27;36.911;2410;-;938;1.54
Gunskirchen;6343;530;4838;42.5;44.392;3231;168.9;1370;1.66
Wagna;6349;356;2014;43.41;40.040;3026;103.7;1079;1.48
Eibiswald;6373;608;2236;46.67;37.044;3048;27.1;1299;1.52
Traismauer;6391;417;1658;42.5;40.100;2933;55.6;1242;1.71
Horn;6409;892;6338;46.09;42.205;2993;75.4;1225;1.6
Premstätten;6451;625;6298;43.05;45.149;3286;115.8;1175;1.52
Neumarkt am Wallersee;6492;572;2903;40.89;41.692;3302;259;1190;1.69
Frohnleiten;6517;608;3193;47.01;41.562;3256;63.1;1325;1.52
Frastanz;6559;336;2918;41.88;40.505;3172;329.3;1283;1.75
Sankt Barbara im Mürztal;6572;443;2268;48.51;41.524;2860;46.3;1463;1.48
Schladming;6576;979;4871;45.08;38.712;3162;235.3;1191;1.62
Wilhelmsburg;6577;444;1952;45.3;39.416;3083;78.9;1309;1.61
Seeboden am Millstätter See;6585;586;2177;47.07;43.604;2807;90;1297;1.55
Garsten;6603;479;1885;44.65;48.413;3181;117.2;1375;1.64
Gallneukirchen;6625;1021;3456;43.48;47.310;3366;210.2;1264;1.64
Hörbranz;6636;426;2219;43.06;43.694;3250;372.7;1286;1.66
Kremsmünster;6648;535;4170;42.78;42.394;3377;122.9;1380;1.7
Neuhofen an der Krems;6678;472;2171;42.29;46.571;3308;160.2;1302;1.66
Regau;6774;704;3137;41.67;42.119;3563;90.8;1468;1.68
Hartberg;6794;1305;7691;45.18;40.314;3155;51.5;1214;1.59
Bad Hofgastein;6816;662;3365;45.17;36.998;3345;222.8;1374;1.62
